t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
"said wants live u , saw fear house occupying space u invite ro rid",3,0.187,0,0,0,0.071,0,0.071,0.071
secretsunday : little play Factor little sister think funnny :D,3,0.133,0.1,0,0,0.1,0,0,0
know women Saudi Arabia allowed drive vote ? country voted bucket(seat ) list .,3,0.187,0,0.071,0,0,0,0,0
wow need start SIF m prob gon na die,3,0.12,0.111,0.111,0,0,0,0,0.111
B4 u life afraid loneliness u life scared leaving . u accept,3,0.16,0.083,0,0,0,0,0.083,0.167
", famous , past come haunt . badly .",3,0.12,0,0,0,0,0,0.111,0.222
OMG King Kong est dans la place !,3,0.107,0.125,0,0,0,0,0,0
Thiza ! ! ! happens tell pregnant home test nurse later tells false alarm BaE excited 🙊,3,0.227,0,0.118,2,0.118,0,0,0.059
Man U lose actually nervous breakdown,3,0.08,0.167,0,0,0,0,0,0.167
evaluating life right . mess drunk days,3,0.093,0,0,0,0,0,0,0
trying tuna fish sandwich,3,0.053,0,0,0,0,0,0,0
need learn place time try worry,3,0.08,0,0,0,0,0,0,0.167
scared look cuz m scared . . . m scared cuz m scared,3,0.173,0,0,3,0,0,0.308,0.308
seeing terrible terrible prescriptions week . going ?,3,0.107,0,0,0,0,0,0.25,0.25
quentin sait aps dire eastpak dit aspak msk,3,0.107,0,0,0,0,0,0,0.125
"remember , troops fighting "" freedom "" "" democracy "" need "" enemies "" . curtain .",3,0.227,0,0,2,0.059,0,0.118,0.118
"credit , gender - discriminate .",3,0.08,0,0,0,0,0,0.167,0
sure s accomplishment worry,3,0.053,0,0,0,0.25,0,0,0.25
"Serasa smw menuntut tuk terjadi , segera . ego doubting , pelan dan mematikan . bigger time time .",3,0.253,0,0.053,0,0,0,0,0
Omg ! favorite coming ! ! factor,3,0.093,0,0,1,0.143,0,0,0
time start taking advice,3,0.053,0,0,0,0,0,0,0
alarming adult male calls father ' daddy ',3,0.107,0,0,0,0,0,0,0.125
feel horrible . accounting today physically mentally okay 😪,3,0.12,0,0.111,0,0,0,0.111,0.111
week start new job F1 ! Looking forward cacking time !,3,0.147,0.091,0.091,0,0,0,0,0
Thought left life meIt haunt girl loves,3,0.093,0,0.143,0,0.143,0,0,0.143
"gon na honest , tired subtle",3,0.08,0,0,0,0,0,0,0
pisses killed people surrendered . Hands . hands visible fearing life,3,0.147,0,0,0,0,0,0.273,0.273
Torres ' Entrance strikes fear supporters Chelsea net . hit .,3,0.147,0,0.182,0,0,0,0.273,0.091
"standing puddle , stay away niggas land trouble",3,0.107,0,0,0,0,0,0,0
"ai works , ai goes , & getting high balance lows",3,0.147,0,0,0,0,0,0,0
women Ooo . . . Imagine ur Female artiste decide giv u blowJob inside studio . . . u fit ask session money na . . Choiii,3,0.36,0,0,6,0.037,0,0.037,0
Strictly avoid frightening ideas,3,0.053,0,0,0,0,0,0,0.25
"saying , muslim hell fire .",3,0.08,0,0,0,0,0,0.167,0.333
"notice nurse dentist wearing yellow goggles ,",3,0.093,0,0,0,0,0,0,0
nadia bully ill expose,3,0.053,0,0,0,0,0,0.25,0.5
oh yay old scientist builds robot assistant makes look like hot naked woman alarming,3,0.187,0,0,0,0.143,0,0.071,0.071
study suggests laptop computers equipped WiFi damaging men sperm .,3,0.133,0,0,0,0,0,0.1,0
"biggest loosing , face fear . absolutely idea mean .",3,0.133,0,0,0,0,0,0.1,0.1
Thanks RT comments guys . Trying decide post set . let guys know,3,0.173,0.077,0.077,0,0.077,0,0,0
"' worry , glass guy bill '",3,0.093,0,0,0,0,0,0,0.143
Hillary Clinton looked way Saudi war women terror financing bought .,3,0.147,0,0.182,0,0,0,0.091,0.182
hard dance devil backSo shake .,3,0.08,0,0,0,0.167,0,0.167,0.333
turn blind eye ! . . Change programmed inside ! !,3,0.147,0,0,3,0,0,0,0
Habisxzxzxs ! ADIK DAPAT RACKET . MAMPUS . ANYTIME KENA PUKUL . HAHA . FUCK RUN .,3,0.227,0.588,0.176,0,0,0,0,0
case u wondering means Fuck - - - Run,3,0.12,0,0.111,2,0.111,0,0,0
anxiety right 😭 😭 😭,3,0.067,0,0,0,0,0,0,0.2
eu sou melhor da melhor mundo em dar tiradas em mim mesmo . kkk ',3,0.2,0,0,0,0,0,0,0
heartstopping moment think pulled headphones silent library .,3,0.107,0,0,0,0,0,0,0
Remember journey unique ! discouraged comparing journey . !,3,0.12,0,0,1,0,0,0,0
questions Twitter want despair . battered . complain convinced things better .,3,0.16,0,0,0,0,0,0.083,0.167
sure lot concern 😉,3,0.053,0,0.25,0,0,0,0,0
girl shaking drink break room fully closed yeah place including 😑 😑 😂,3,0.173,0,0.077,0,0.077,0,0,0.077
hard time falling sleep woke times afraid bugs crawling ended waking bite,3,0.16,0,0,0,0,0,0,0.083
thought empathetic clear majority guys plain insensitive alarming degree,3,0.12,0,0,0,0,0,0,0.111
Girls hairy arms scare,3,0.053,0,0,0,0,0,0.5,0.5
crazy ass fucking movie . googled happens fucking crazy,3,0.12,0,0,0,0,0,0.222,0.222
day small thoughts surprises,3,0.053,0,0.25,0,0.25,0,0,0
❤ ︎I . . . ! scared ! Bees terrify .,3,0.147,0.091,0,3,0,0,0.091,0.182
fine mat tonight sleep . s worry water,3,0.107,0,0.125,0,0,0,0,0.125
Thank god feds raise rates . Assume nervous world 990 new employee form safety net zilch,3,0.213,0,0.062,0,0.125,0,0,0.062
"GOOD MORNING ! ! & Satan , wants stand God life .",3,0.16,0.167,0,1,0.167,0,0.083,0
"think scared future holds , wishin things use .",3,0.12,0,0,0,0,0,0.111,0.111
MUFC Want avoid big teams knckouts nt group . big teams want avoid United,3,0.187,0.071,0.143,0,0,0,0,0
Scared th morning incase nt walk,3,0.08,0,0.167,0,0,0,0.167,0.167
Love turn in2 ate . . . . . hate turn in2,3,0.16,0,0,4,0.083,0,0.083,0.083
shy failure nobler immodest success .,3,0.08,0,0,0,0.167,0,0,0.167
magpies gathering help going swooped !,3,0.08,0,0,0,0,0,0,0
"slipping public , surrounded million people",3,0.08,0,0.167,0,0,0,0,0
"news , forgetting belt long coat impedes hitching , jeans walk wiggle hitting deck .",3,0.2,0,0,0,0,0,0.067,0
"years protected seed , time beautiful flower . ~S . C . Paul",3,0.173,0.154,0.077,2,0.077,0,0,0
Writing fun peers . scary start sending work judged rejected .,3,0.147,0,0,0,0.091,0,0.091,0.182
shy freshman year guy introduced asking spoke English,3,0.107,0,0.25,0,0,0,0,0
Lions ? Nope . Tigers ? Nope . Bears ? Nope . ? Yup .,3,0.2,0,0.067,1,0,0,0,0.067
Hate driving 18 Wheelers . Heart starts pounding chest time .,3,0.147,0,0.182,0,0.091,0,0.091,0.182
Kirk Franklin hard !,3,0.053,0,0.25,0,0,0,0,0
"old friend think got ta new crowd , people notice time smile .",3,0.173,0,0,0,0.154,0,0,0
picked devil grandparent house,3,0.053,0,0,0,0,0,0.25,0.25
"interviewing gurl flipped tables questioning freakest way ! rapist got mind raped , ppl !",3,0.2,0,0,0,0,0,0.067,0.067
"people , small room . fucking nuts .",3,0.107,0,0,0,0,0,0,0
People Understand . Understand Fear . -Copyrights k . ford,3,0.133,0,0,0,0,0,0.1,0.1
Everyones left room whilst mum christmas tree,3,0.093,0,0,0,0.143,0,0,0
going hike wonderfully peachy idea brown snake slithering boot .,3,0.133,0,0,0,0.1,0,0,0.1
Love takes masks fear live know live . - James . Baldwin,3,0.16,0,0.167,1,0.083,0,0.083,0.167
"Fatch , ma voisine de train utilise Matlab Ça pique les yeux ^^",3,0.173,0,0.154,0,0,0,0,0
think want talk m afraid humiliation rejection .,3,0.107,0,0,0,0,0,0.25,0.25
"afraid tomorrow , seen yesterday love today . . . . .",3,0.16,0,0.25,4,0.083,0,0,0.083
salty fire alarm 2 morning .,3,0.08,0,0.167,0,0,0,0,0.333
"start growing mustache , Pablo Escobar Halloween ! ! !",3,0.133,0,0.2,2,0,0,0,0
talk mum realise afraid unprepared future .,3,0.093,0,0,0,0,0,0,0.143
control life reins .,3,0.053,0,0,0,0,0,0,0
McDavid breakaway . Lundqvist tremendous save .,3,0.093,0,0.286,0,0,0,0,0
"legs shaking , right .",3,0.067,0,0,0,0,0,0,0.2
high school football team called Moriarty .,3,0.093,0,0.143,0,0,0,0,0
Philophobia . fear emotional attachment ; fear falling love .,3,0.133,0,0,0,0.1,0,0.2,0.2
PUSSYP - panic attacks U - uncontrollable anxiety S - suicidal fantasies S - sadness Y - yearning death,3,0.253,0.263,0,0,0,0,0.211,0.263
arrive office day festival Internet,3,0.067,0,0,0,0.2,0,0,0
Things - > Missing pursuit dreams successful avoiding failure .,3,0.133,0,0,0,0.2,0,0,0.1
parents dropping school today . . .,3,0.093,0,0.143,2,0,0,0,0
attached ; self - seeking nature insecurity let meant,3,0.12,0,0,0,0.111,0,0,0
Yeshua cure diseases y world try discourage serving . know power truth .,3,0.173,0,0.077,0,0.077,0,0,0.077
Obama admin rejects Texas plan refugees vetted terrorism Texas pulls fed refugee resettlement program . Aiding .,3,0.227,0,0.176,0,0,0,0.118,0.118
"REAL . False Evidence Appearing Real < ---- 2 tellin . . . Fearless , got 2 , time ! ! ! Repeat . . .",3,0.347,0.038,0.077,6,0,0,0,0
Courage knowing fear . - Plato,3,0.08,0,0,1,0,0,0.167,0.167
Ok m scared . . . m house . . . guess m going sleep . .,3,0.227,0,0,6,0,0,0.059,0.059
"think good , worry .",3,0.067,0,0,0,0.2,0,0,0.2
"Sticking reese witherspoon tonight , movie night ,",3,0.107,0,0.25,0,0,0,0,0
"hate like lot , bout away",3,0.08,0,0,0,0.167,0,0.333,0.167
Black Friday shopping . idea,3,0.067,0,0.2,0,0,0,0,0
"DONT want people God denys judgement day , !",3,0.12,0.111,0,1,0.111,0,0,0
-Off Wisdom 101- Happen . . Happen .,3,0.107,0,0,1,0,0,0,0
going weirdest thank note -- worse -- total silence acknowledgement .,3,0.147,0,0,0,0.091,0,0,0
Everytime pop neck scared gon na break :/,3,0.107,0,0,0,0,0,0.125,0.125
Confiaejce comes right fearing wrong . -Peter T . Mcintyre,3,0.133,0.1,0.2,0,0,0,0.1,0.1
naked body .,3,0.04,0,0,0,0,0,0,0
horrible track lakeside 😳 😳 😴 😴,3,0.093,0,0,1,0,0,0.143,0.143
Monday morning fear messy weekend,3,0.067,0,0.6,0,0,0,0.2,0.2
"disease . blocks flow energy . spreads . destroys . stopped , kills . smallest .",3,0.213,0,0,0,0,0,0.125,0.188
T5ylw ansh a79l shy 7lw mn wayed nas fe whatsapp,3,0.133,0,0.1,0,0,0,0,0
Southend players haunt Man U,3,0.067,0.2,0,0,0,0,0,0.2
"hate start conversation , wo .",3,0.08,0,0,0,0,0,0.167,0.167
Use compass : look places inside attention .,3,0.107,0,0,0,0,0,0,0
"love mother , talking recent horrific murders exhausting . America feels ?",3,0.16,0,0.083,0,0.083,0,0.167,0.167
"hardly describe felt saw play forming , happening .",3,0.12,0,0,0,0.111,0,0,0
dentist scared . run away instead . . .,3,0.12,0,0,2,0,0,0.111,0.111
Wah woke frm fucking nightmare,3,0.067,0,0.2,0,0,0,0,0.2
song played mark walberg banged Reese whitherspoon roller coaster,3,0.12,0,0.111,0,0.111,0,0,0.111
second movie wears ring,3,0.053,0,0.25,0,0,0,0,0
find blocking think spam alot ? lol . damn . weird thing semi LOL,3,0.187,0.071,0,0,0,0,0.071,0
clothing section Target smells death,3,0.067,0,0.2,0,0,0,0.2,0.4
Dunno y going Yorkshire scare grounds lasted minute Alton towers running fire exit crying,3,0.187,0,0.143,0,0,0,0.071,0.214
saí sabado de manha NÃO TINHA NADA NA ARVORE DE NATAL . . . chego em casa domingo tarde tá CHEIO DE PRESENTE NA ARVORE DE NATAL . . .,3,0.4,0.467,0,4,0.033,0,0,0
Oh yeah Factor coming backkkk !,3,0.08,0,0,0,0,0,0,0
"ok afraid , long ways :)",3,0.08,0,0,0,0,0,0,0.167
edge slipping winning . . .,3,0.08,0,0,2,0.167,0,0,0
"neva da type bite ma tongue andexplain maself 2 anybdy , god .",3,0.173,0,0.077,0,0.077,0,0,0
Seeing huge backpacks people fills anxiety,3,0.08,0,0,0,0,0,0,0.167
tears hold value drop single thing showed .,3,0.107,0,0,0,0,0,0,0
things holding like,3,0.04,0,0,0,0.333,0,0,0
omg heard dads alarm time,3,0.067,0,0,0,0,0,0,0.2
pedicure supposed nice honestly nervous rn feet ticklish,3,0.107,0,0,0,0,0,0,0.125
people leave phone disturb day . . . mom threaten respond seconds,3,0.16,0,0.167,2,0,0,0.167,0.083
"♏ afraid tomorrow , seen yesterday love today",3,0.107,0,0.375,0,0.125,0,0,0.125
"feel dreadful , dreadful married colleague spent evening rubbing crotches men office .",3,0.173,0,0.077,0,0.077,0,0.154,0.154
know feeling decision effect rest life ? oh yeah called,3,0.133,0,0,0,0,0,0,0
Driving family 2 fun ! !,3,0.08,0,0.167,1,0.333,0,0,0
fast response madrid . . . . . Zidane threaten unuh,3,0.147,0,0.091,4,0,0,0.091,0.091
Pentheraphobia- fear mother - - laws . . . married man,3,0.147,0,0,3,0.091,0,0.091,0.091
Dancing Rent rehearsal tonight .,3,0.067,0,0.2,0,0.2,0,0,0
"like salami , want pastrami . . . wants beef boloney . BEEF BEEF BEEF , beef boloney .",3,0.253,0.158,0,2,0.053,0,0,0
"Tomorrow going challenge , talk freshers fair STRANGERS 😁 pick new flat keys",3,0.173,0.077,0.077,0,0,0,0,0
"course wants Kobe Paul ! allowed Lebron , wade bosh WTF",3,0.147,0.091,0.182,0,0,0,0,0
False Expectation Acting Real,3,0.053,0,0,0,0,0,0,0
"Fear damn thing . , want thing . .",3,0.12,0,0,2,0,0,0.222,0.111
nervous wreck omg,3,0.04,0,0,0,0,0,0.333,0.667
"Jus kno tht m debt u , defendin dreams . . hope u tell ur Families Shit ai nt wat . . got u havno",3,0.333,0,0.04,2,0.12,0,0.04,0
Sort fitting watch Defending Life today .,3,0.093,0,0.286,0,0,0,0.143,0
making son daughter married baby s greatest fears,3,0.107,0,0,0,0.375,0,0.125,0.125
N E V E R LET BITCH BITCH NIGGA N Y YO <3 -___-,3,0.187,0.857,0,0,0,0,0.143,0
Damn dad wants talk tattoos found,3,0.08,0,0,0,0,0,0.167,0
"want normal little life . . suit , restless , need want times happy 😊",3,0.2,0,0,1,0.067,0,0,0
"think hesitate run . time checked , ' Accident Forgiveness ' insurance policy . . .",3,0.213,0,0,3,0,0,0,0.062
"wife "" fun party "" evening . think : buy strap - .",3,0.173,0,0.077,1,0.154,0,0,0
3 . cool feel slightly intimidated NICE PERSON LIKE THINGS . 💕,3,0.16,0.333,0.083,1,0.083,0,0.083,0.083
Changing hair,3,0.027,0,0,0,0,0,0,0
Romero fucking dreadful like seriously 11 month old better .,3,0.133,0,0.2,0,0.1,0,0.1,0.1
Today horrible half day,3,0.053,0,0.5,0,0,0,0.25,0.25
"told mom "" maybe "" going college year . freaking . . .",3,0.173,0,0.077,2,0,0,0,0.077
Congress people trying protect themself lossing election,3,0.093,0,0.143,0,0,0,0,0.143
having anxiety,3,0.027,0,0,0,0,0,0,0.5
Watching ACC Challenge . Let Terps ! Turtle,3,0.107,0.125,0.25,0,0,0,0,0
"man away , God given . . Live ♥",3,0.12,0,0,1,0.111,0,0,0
walk downstairs Tri County look spider big quarter ! ! freaked ran upstairs sure !,3,0.2,0,0.067,1,0,0,0,0.133
drink water kidneys sick ! ! :(,3,0.093,0,0,2,0,0,0,0.143
wrong hesitate block cut life completely 😇 greatest talents,3,0.12,0,0,0,0.111,0,0,0
afraid -- door push,3,0.053,0,0,0,0,0,0,0.25
Fantastic expectations amazing revelations,3,0.053,0,0,0,0.5,0,0,0
"nice thing night , spent long , time work need",3,0.133,0,0,0,0,0,0,0
"longer prison , today remember gone .",3,0.093,0,0.143,0,0,0,0.143,0.143
afraid viruses . watch video ? !,3,0.093,0,0,1,0,0,0,0.143
"Demand sectarian , govt . uses divide conquer policy 2 silence dissent build society , Change inevitable",3,0.227,0,0.059,0,0,0,0,0
"sells , - buyers remorse - Do n't buy s sold fear maybe good horror flick ! Choose Love Trust - fear",3,0.293,0,0,1,0.091,0,0.136,0.136
"Having twins passed family . . . awkward , bf twin . Lol",3,0.173,0,0,2,0.077,0,0,0
life overwhelming know,3,0.04,0,0,0,0,0,0,0
"Ah mais faut crier sur un soft pour qu'il fonctionne , ok ok ok : insultes+rage = du soft , work . \0/",3,0.307,0,0.043,2,0,0,0,0
thought deal fire alarm today stepped Mesa fire drill 👀,3,0.133,0,0.2,0,0,0,0,0.3
Factor Music ! boys known falling WONT MEEEE !,3,0.12,0.222,0,0,0.111,0,0,0
like days overwhelming dread,3,0.053,0,0.25,0,0.25,0,0.25,0.25
"suffering failure ? worst case scenario ? bad , afraid ? Hmmm , think goin …",3,0.213,0,0,0,0,0,0.062,0.25
believe seeing set anxiety,3,0.053,0,0,0,0,0,0,0.25
"paralyzes God work . Satan use people , past , pain lose focus . bondage . Break free ! Exodus 6:1 - 12",3,0.307,0,0,0,0.087,0,0.043,0.13
False Evidence Appearing Real,3,0.053,0,0,0,0,0,0,0
trying stay strong lil banana Idk handle .,3,0.107,0,0,0,0,0,0,0
Regreting failed nt courage time,3,0.067,0,0,0,0,0,0,0.2
played ppl way bigger year straight head small,3,0.107,0,0,0,0.125,0,0,0
Hahaha got shot doctors nurse kill freaking,3,0.093,0,0,0,0,0,0.286,0.429
"Listening older punk , including favs , FEAR . amazed lyrics , 30 yrs old relevant today",3,0.227,0.059,0.059,0,0.059,0,0.059,0.059
m literally shaking bc m nervous bc fucking cold oh love life,3,0.16,0,0,0,0.083,0,0,0.167
"look , occasional crass sexual joke protests , terrorists won .",3,0.147,0,0,0,0,0,0.091,0.091
Today start health safety course . Hopefully end wo boring person .,3,0.16,0,0.083,0,0.083,0,0,0
love ; perfect love casteth fear .,3,0.093,0,0,0,0.429,0,0.143,0.143
hi berniebrocialists genders : lived swingish state w/o hesitation vote Clinton w/o ' supporting ',3,0.2,0,0.067,0,0,0,0,0
gain confidence experience stop look face . ~ E Roosevelt,3,0.133,0.1,0.1,1,0.1,0,0,0
dread math 😴,3,0.04,0,0,0,0,0,0.333,0.333
feared messing good thing messed trying mess . . . smh,3,0.147,0,0,2,0.091,0,0.091,0.091
"u know football help , start",3,0.08,0,0,0,0,0,0,0
"voted "" yes "" maintaining current gun laws : guns sold trigger locks",3,0.173,0,0,0,0,0,0.154,0.154
False alarm // matoma Becky hill,3,0.08,0,0.167,0,0,0,0,0.167
Needles ? Lollll bring water works ! !,3,0.107,0,0.125,1,0,0,0,0.125
"humble prediction 1252 - 1260 day . . . hope wrong way , trade range !",3,0.213,0,0.062,2,0.062,0,0,0
Throwback Khloe Kardashian host X Factor fucking terrible,3,0.107,0.125,0.25,0,0,0,0.125,0.125
"believe lies . . look eyes . . scared , scared .",3,0.16,0,0,2,0,0,0.167,0.167
let fear thought failure stop reaching dreams .,3,0.107,0,0,0,0.125,0,0.125,0.25
"People talk things awkward , awkwardness enters situation allow , awkwardness comes",3,0.16,0,0,0,0,0,0,0
Fearthought futile worrying averted probably happen - Winston Churchill,3,0.12,0,0.111,0,0,0,0,0.111
walkin stairs afraid trip going . .,3,0.093,0,0,1,0,0,0,0.143
Security guard botched hard,3,0.053,0,0,0,0,0,0,0
"loathing , man , fear loathing . -H . S . Thompson",3,0.16,0.167,0.083,2,0,0,0.25,0.083
"scared turn phone silent , class . . . : s",3,0.147,0,0,3,0,0,0.091,0.091
watching Cage Death word tremendous,3,0.067,0,0,0,0,0,0.2,0.2
F - false E - evidence - appearing R - real,3,0.147,0.273,0,0,0,0,0,0
texting guy ' ready sex ' considered flirting ? ',3,0.133,0,0,1,0.2,0,0,0
"End factor commercial says "" welcome America "" asked",3,0.12,0,0.111,0,0.111,0,0,0
want Canada rn 😭 awe,3,0.067,0,0.2,0,0,0,0,0
scared day grow old day parents wo world,3,0.107,0,0.125,0,0,0,0.125,0.125
shrieks terror coming corridor flatmate plays endlessly entertaining .,3,0.12,0,0,0,0.222,0,0.111,0.222
defending awful !,3,0.04,0,0,0,0,0,0,0.333
factor use best game watch,3,0.067,0,0,0,0,0,0,0
pole light outside window shaking violently .,3,0.093,0,0,0,0,0,0.143,0.286
come running saying miss cower away acc try friendship 👍 🏼,3,0.147,0,0,0,0.091,0,0,0
"stuck roof house provides amazing view sheer terror falling , kinda like life",3,0.173,0,0,0,0.154,0,0.077,0.077
locations explored humans ? personally want discover deep sea creatures . personally .,3,0.173,0,0,0,0,0,0,0
"Rojo terrible , team 😂 😂",3,0.08,0,0.5,0,0,0,0.167,0.167
Watching Winnie Pooh baby sister . . knows understands big deal . . . .,3,0.2,0,0.067,4,0.067,0,0,0
"saw wind boisterous , afraid ; beginning sink , cried , saying , "" Lord , save . "" Matthew 14:30",3,0.28,0,0.048,2,0.048,0,0,0.048
r U scared present class ? severe anxiety . . . s r u sad ? ? ur depression checked IMEDIATELY ! ! !,3,0.32,0.083,0,5,0.042,0,0.042,0.125
people leaving Blizzard ? ? ? D : giving frighten !,3,0.147,0.091,0,2,0,0,0,0.182
tells going ' tear apart ' ' tall ? ',3,0.133,0,0,2,0,0,0,0
- Path Totality reminds Factory Remanufacture . Moshpit worthy !,3,0.133,0,0,0,0,0,0,0
shy person,3,0.027,0,0,0,0,0,0,0
"feeling , m scared ill feel way",3,0.093,0,0,1,0,0,0.143,0.286
number 1 spiders fucking hate .,3,0.08,0,0.167,0,0,0,0.167,0.333
LOVE LOVE LOVE Da Onli Thing Truly,3,0.093,0.429,0,0,0.429,0,0,0
day like game factor,3,0.053,0,0,0,0.25,0,0,0
"B healthy early warning system keeps danger , important 2 let life B ruled fear",3,0.2,0.133,0.067,0,0.067,0,0.067,0.133
