t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
feel overwhelmed presence nt know channel energy,3,0.219,0,0,0,0,0.143,0,0
ve hanging younger people feel like m photos suddenly shaken old look,3,0.375,0,0,0,0.083,0.083,0.083,0.083
doubt s greater reluctance federal authorities employ tear gas plain force feel threatened,3,0.406,0,0,0,0,0.077,0.077,0.154
wrong feel uncomfortable,3,0.094,0,0,0,0,0,0,0
wanted party mode today tried best feeling shaky queazy generally sorts,3,0.344,0,0.091,0,0.091,0,0,0
feel little bit paranoid,3,0.125,0,0,0,0,0,0,0.25
continued interventions thrust solid evidence based reasoning given started feel uncomfortable,3,0.344,0,0,0,0,0,0,0
feel like death option afraid commit sin,3,0.219,0,0,0,0.143,0.286,0.286,0.429
feel reluctant reply tags cos wanted stoop level,3,0.25,0,0,0,0,0,0,0
feel restless buckle snowshoes start eastside fence,3,0.219,0,0,0,0,0,0,0
lot meditating praying listening endless lectures people wiser help feel little grounded anxious middle maelstrom,3,0.469,0,0,0,0,0,0,0.067
starting feel frantic went talk neighbor recently retired years nursing,3,0.312,0,0.1,0,0,0,0,0.1
feeling little nervous peeps dint know nt need worry,3,0.281,0,0,0,0,0.111,0,0.222
feel bit intimidated lot ve seen dark examines strong subjects,3,0.312,0,0,0,0,0.1,0.1,0.2
feeling little hesitant going knowing,3,0.156,0,0,0,0,0,0,0
m feeling little apprehensive overnights,3,0.156,0,0,0,0,0,0,0.2
feel helpless br style background color white line height,3,0.281,0,0,0,0,0.111,0,0.111
feeling helpless nt able spend time ideally liked spent tiny infant look,3,0.375,0,0,0,0.083,0.083,0,0.083
started university new york fall took seconds feel pressured socialize,3,0.312,0,0.1,0,0,0,0,0
ill admit feeling little paranoid wondering defriended,3,0.219,0,0,0,0.143,0.143,0,0.286
fear self centered views feel uncomfortable,3,0.188,0,0,0,0,0.167,0.167,0.167
feel slightly agitated particular reason,3,0.156,0,0,0,0,0,0.2,0
lost way trip mountains,3,0.125,0,0,0,0,0.25,0,0
feel scared panicky,3,0.094,0,0,0,0,0,0.333,0.333
feel vulnerable hurt manageable,3,0.125,0,0,0,0,0.25,0.25,0.5
feel shy people know english bad,3,0.188,0,0,0,0,0,0.167,0.167
thrilled lot things feel petrified,3,0.156,0,0,0,0.2,0,0,0.2
unemployment remember feeling fearful knowing benefits run september,3,0.25,0,0.125,0,0,0.125,0.125,0.125
feel ve paranoid plateauing style trapped use hand trying steer away case,3,0.375,0,0,0,0,0,0,0.083
feeling strange downstairs feel dull sensation contractions nurse said nt want check hour,3,0.406,0,0,0,0.077,0,0,0
feel bit apprehensive plan completely change way garden obvious complications,3,0.312,0,0,0,0.1,0,0,0.1
feel helpless help,3,0.094,0,0,0,0,0.333,0,0.333
th anniversary piece course started feeling anxious,3,0.219,0,0,0,0,0,0,0.143
m sitting office today feeling bit paranoid,3,0.219,0,0.143,0,0,0,0,0.143
m sure right words describe m feeling maybe apprehensive,3,0.281,0,0,0,0,0,0,0.111
nt reading like m suppose ve feeling agitated confused yesterday sad dream night todays early morning,3,0.5,0,0.125,0,0.125,0.062,0.062,0
read reviews people feeling threatened dark streets walking round corner motel,3,0.344,0,0,0,0,0.091,0.091,0.182
heard coach grunting noise let saw arm tackle way saying arm tackle feel pretty wimpy,3,0.469,0,0,0,0,0,0.267,0.133
m starting feel little bit frantic open studios reality think m pretty good shape feel m going thing getting finished,3,0.625,0,0,0,0.05,0,0,0.05
feel shy away giving validity title field design,3,0.25,0,0,0,0,0,0,0
took notepad pen scribbled big letters like feeling shy totally approachable,3,0.344,0,0,0,0.091,0,0,0
feel like hesitant games thought big effective risk suzanne collins,3,0.312,0,0,0,0.1,0,0,0.1
seriously feel like slapping indecisive,3,0.156,0,0,0,0.2,0,0.2,0
feel bit strange admitting filling holes heart rainbow boy nt,3,0.312,0,0,0,0.2,0,0,0
m scheduled run today feel shaky lethargic,3,0.219,0,0.143,0,0,0,0,0
started feel terrified nt know going,3,0.188,0,0,0,0,0,0,0.167
hate alter routine way questioned feel m suspicious,3,0.25,0,0,0,0,0.125,0.125,0.125
feel like trying live instead waiting die afraid failure,3,0.281,0,0,0,0.111,0.222,0,0.333
nt gsa interview m feeling doubtful,3,0.188,0,0.167,0,0,0,0,0
m feeling fearful,3,0.094,0,0,0,0,0.333,0.333,0.333
deal male older professor feel vulnerable small,3,0.219,0,0,0,0,0,0,0.143
feeling reluctant leave neck craning forward excited learn new things upcoming semester,3,0.375,0,0,0,0.083,0,0,0
feel shaken doubtful works,3,0.125,0,0,0,0,0,0,0
nt hear like feel weird ears nt like process,3,0.281,0,0,0,0.222,0,0,0
ill use excuse eat friends gift giving thing makes feel uncomfortable,3,0.344,0,0,0,0.182,0.091,0,0.091
ve refused shut feelings scared hell outta defied believed half thought,3,0.344,0,0.091,0,0,0.091,0.273,0.182
feel like m intimidated food maybe feel like,3,0.25,0,0,0,0.25,0,0.125,0.125
feel uncertain maybe nervous know good stuff stops start watching mouth,3,0.344,0,0,0,0.091,0,0,0.091
actually feel bit distraught,3,0.125,0,0,0,0,0.25,0,0
want know human feeling insecure,3,0.156,0,0,0,0,0.2,0,0
feel restless right word,3,0.125,0,0,0,0,0,0,0
don t want feel intimidated large dog,3,0.219,0,0,0,0,0,0.143,0.143
feel like tumor m paranoid,3,0.156,0,0,0,0.2,0,0,0.4
m feeling wimpy today,3,0.125,0,0.25,0,0,0,0,0
feeling people little confused,3,0.125,0,0,0,0,0,0,0
nt speak emilys behalf feeling bit strange updating lately,3,0.281,0,0,0,0,0,0,0
feel like ve hinted couple times certainly nt shy share information asked nt official statements new job,3,0.531,0,0,0,0.059,0,0,0
m feeling nervous,3,0.094,0,0,0,0,0,0,0.333
write blog makes feel distressed concerned,3,0.188,0,0,0,0,0.167,0,0.167
m sure feels way tortured souls nt best boyfriends,3,0.281,0,0,0,0.111,0.111,0.111,0.111
m feeling doubtful,3,0.094,0,0,0,0,0,0,0
kind feel like reaching time slapping hugging distraught person heard bunch people uncle going murder romantic,3,0.5,0,0,0,0.25,0.125,0.125,0.062
feel weird seeing different class,3,0.156,0,0,0,0,0,0,0
went day trying study ended feeling confused drowsy meds,3,0.281,0,0,0,0,0,0,0
m feeling doubtful interest,3,0.125,0,0,0,0,0,0,0
thrust dialogue time feeling somewhat control little confused,3,0.25,0,0,0,0,0,0,0
feeling little apprehensive going shopping hardly know norwegian point reassuring bit experienced living,3,0.406,0,0,0,0,0,0,0.077
hate feeling hate feeling helpless hate feeling confused hate child,3,0.312,0,0,0,0,0.5,0.4,0.5
feel plenty confused medication help feel lost forest,3,0.25,0,0,0,0,0.125,0,0
deeply waste night feel unequivocally uncertain future,3,0.219,0,0.143,0,0,0,0,0
want fair chance feel emotionally threatened post way read,3,0.281,0,0,0,0,0,0.111,0.111
nt feeling anxious tonight,3,0.125,0,0.25,0,0,0,0,0.25
try feel m judged eyes weird vain bastard thinks,3,0.281,0,0,0,0,0,0.111,0
feeling reluctant,3,0.062,0,0,0,0,0,0,0
went church feeling vulnerable small miserable told worthwhile individual cause problems,3,0.344,0,0,0,0.091,0.091,0.091,0.091
went found attempting poses business feeling intimidated instructors watching clock anxiously awaiting end class,3,0.438,0,0,0,0,0,0.071,0.143
spent morning feeling like impostor visitor elses life uncertain,3,0.281,0,0.111,0,0.111,0,0,0
feel grounded admit left insecure left like journey nt right,3,0.312,0,0,0,0.1,0.1,0,0
want readers feel going trip strange different place,3,0.25,0,0,0,0,0,0,0
starting feel little apprehensive delivery,3,0.156,0,0,0,0,0,0,0.2
feeling paranoid writing,3,0.094,0,0,0,0,0,0,0.333
usually wake feeling afraid crying hug muy muy toy monkey,3,0.312,0,0,0,0.1,0.1,0,0.1
feel weird ladies feel beautiful sexy pregnancy,3,0.219,0,0,0,0.143,0,0,0
bad dreams feel shaky cry okay sob times nt break,3,0.312,0,0,0,0.1,0.2,0.1,0.1
feel like snapped andy switched bodies insecure seventeen year old,3,0.312,0,0.2,0,0.1,0.1,0,0
sha nt hide m feeling pretty uptight abt tmr cos,3,0.312,0,0,0,0,0,0,0.1
feel shy awarding feel rules associated awards dislike feeling imposition comes award,3,0.375,0,0,0,0.25,0.083,0,0
think clients feel threatened,3,0.125,0,0,0,0,0,0.25,0.25
felt like nt accomplishing left feeling distraught,3,0.219,0,0,0,0.286,0.143,0,0
feel hesitant afraid,3,0.094,0,0,0,0,0,0,0.333
nt believe weeks year m feeling reluctant,3,0.219,0,0.143,0,0,0,0,0
feel hell lot suspicious guys specifically dating,3,0.219,0,0,0,0,0.143,0.143,0.143
need leave viola m feeling shaky blah s snowing,3,0.281,0,0,0,0,0,0,0
feel terrified,3,0.062,0,0,0,0,0,0,0.5
found feeling hesitant guilty ve said m fan strong bdsm,3,0.312,0,0,0,0,0.1,0.1,0
feel like frightened child nt talk behaving system logic flawed reasonable arguments sway,3,0.406,0,0,0,0.077,0.077,0.077,0.077
feel scared lonely,3,0.094,0,0,0,0,0.333,0.333,0.333
ve seek help lots different people recently feels strange,3,0.281,0,0,0,0,0,0,0
know hard feel pressured looking perfect time fact feel lot pressure media things like,3,0.438,0,0,0,0.143,0,0,0
feel unsure tomorrow bring today alright,3,0.188,0,0.333,0,0,0,0,0
m feeling particularly neurotic tonight,3,0.156,0,0.2,0,0,0,0,0.2
remember feelings starting uni petrified leaving remember feeling home,3,0.281,0,0,0,0.111,0,0,0.111
remember feeling greatly alarmed emotional felt expected size rush birth absorbing,3,0.344,0,0,0,0.091,0,0,0.091
m paranoid feel distressed thought messed little going nt figure,3,0.312,0,0,0,0,0.1,0,0.2
love wet air lion hair general sweatiness makes feel weird sort unpleasant way like home,3,0.469,0,0,0,0.2,0.067,0,0
long commute instead feeling restless way relaxed happy sitting hour,3,0.312,0,0.1,0,0.2,0.1,0,0
feel anxious tensed sudden chan,3,0.156,0,0,0,0,0,0,0.2
starting busy week feel pressured finish,3,0.188,0,0.167,0,0,0,0,0
walk oxford street salon hair coloured feeling bit apprehensive,3,0.281,0,0,0,0,0,0,0.111
understand normal reasons feel threatened,3,0.156,0,0,0,0,0,0.2,0.2
feel bashful,3,0.062,0,0,0,0,0,0,0
didn t respond quickly apologize saying meant feel uncomfortable,3,0.281,0,0,0,0,0,0,0
saw nancy rooms sure danger departed lodgings feeling extremely shaken affair,3,0.344,0,0,0,0,0.182,0,0.091
feel vulnerable uncertain future,3,0.125,0,0,0,0,0,0,0.25
finally financially feel hesitant amp shy,3,0.188,0,0,0,0,0,0,0
felt unethical promise push happen heffen vp like suggestion delved issue little feel push heffen vp felt hesitant,3,0.562,0,0,0,0.056,0,0,0
feel hesitant great desire marry,3,0.156,0,0,0,0.4,0,0,0
feeling distraught soon going leave baby,3,0.188,0,0,0,0.167,0.167,0,0
feel offender tortured animals kid nt properly potty trained proberly owns pink shirt,3,0.406,0,0,0,0.154,0.154,0.154,0.154
began feel bit agitated itchy met strange taste mouth,3,0.281,0,0,0,0,0,0.111,0
feel scared feel sorry,3,0.125,0,0,0,0,0,0.25,0.25
challenged feeling intimidated milestone birthday,3,0.156,0,0,0,0.2,0,0.2,0.2
feel insecure,3,0.062,0,0,0,0,0.5,0,0
got movie theatre started feeling nervous,3,0.188,0,0,0,0,0,0,0.167
guess started feel kind strange dream wonder talk paper time,3,0.312,0,0,0,0.3,0,0,0
feel intimidated green amp new nt want barrier want,3,0.281,0,0,0,0,0,0.111,0.111
m feeling incredibly indecisive moment,3,0.156,0,0,0,0,0,0,0
mean know work like t help budding feeling nervous excitement bubbling inside,3,0.375,0,0,0,0.167,0,0,0.083
opened mouth expressed feelings afraid decades,3,0.188,0,0.167,0,0,0,0,0.167
feel threatened m questioning,3,0.125,0,0,0,0,0,0.25,0.25
m feeling helpless,3,0.094,0,0,0,0,0.333,0,0.333
m guessing deflecting feel uncomfortable,3,0.156,0,0,0,0,0,0,0
prepared moment feel little apprehensive,3,0.156,0,0,0,0,0,0,0.2
normally dislike ear buds feel uncomfortable unhygienic,3,0.219,0,0,0,0,0.143,0,0
feeling overwhelmed,3,0.062,0,0,0,0,0.5,0,0
signed berryman january decided sign marathon year disc problem nt seeing miler future marathon feeling doubtful,3,0.5,0,0.125,0,0,0,0,0
feel strange palpitations,3,0.094,0,0,0,0,0,0,0
feel tad unsure word misery recently gained new fervent appreciation ve life,3,0.375,0,0,0,0.083,0.083,0.083,0.083
feel strange ruby,3,0.094,0,0,0,0,0,0,0
ve feeling restless feel need help,3,0.188,0,0,0,0,0,0,0
m talking directly sister feel shy previous videos ve think ill probably,3,0.375,0,0,0,0,0.083,0,0.083
think combination seth home feeling weird home,3,0.219,0,0,0,0.286,0,0,0
dreaming unfamiliar furniture got distinct feeling strange house,3,0.25,0,0,0,0.125,0,0,0
feel confused m ready celebrate,3,0.156,0,0,0,0.2,0,0,0
going feeling hesitant working quality management preceptor able sound like lots fun m actually interested s,3,0.5,0,0,0,0.125,0,0,0
didn t feel uncertain tired,3,0.156,0,0,0,0,0,0,0
feel frantic figure key raising child resistant apathy infects youth,3,0.312,0,0,0,0,0,0.1,0.2
hoped feel uncomfortable k s start ease,3,0.219,0,0,0,0.143,0,0,0
feel overwhelmed humbled alive slugging m grateful chance,3,0.25,0,0,0,0.25,0.125,0.125,0
feel insecure usually wear armour nice tight,3,0.219,0,0,0,0,0.143,0,0
remember feeling anxious excited nervous,3,0.156,0,0,0,0.2,0,0,0.4
saw confident flaunting beautiful feel threatened jealous,3,0.219,0,0,0,0.286,0,0.143,0.143
feel like ve kind frantic search,3,0.188,0,0,0,0.333,0,0,0.167
m feeling paranoid d easy judge mistakes,3,0.219,0,0,0,0,0,0,0.143
feel little apprehensive making bold statement d things don t feel like going way thought originally,3,0.5,0,0,0,0.062,0,0,0.062
like possess appearance healthy feel like crap wo nt overly agitated smallest thing,3,0.406,0,0,0,0.231,0,0.154,0.077
feel frightened belittled intimidated suspicious helpless catch glimpse dark blue uniform,3,0.344,0,0,0,0,0.364,0.182,0.364
feel nervous shoot rush pictures blurry sloppy boring repetitive poses,3,0.312,0,0,0,0,0.1,0.1,0.2
feel uptight s feel right dream things pursue,3,0.25,0,0,0,0.125,0,0,0
said mom feel vulnerable felt,3,0.156,0,0,0,0,0,0,0.2
said feeling uncertain,3,0.094,0,0,0,0,0,0,0
feel uncomfortable dark murky bodies water,3,0.188,0,0,0,0,0.167,0,0.167
struggled feeling insecure woman young lady turning bulimia drugs alcohol entire life means cope insecurities self hate,3,0.531,0,0,0,0,0.294,0.059,0.176
try feel afraid anxious,3,0.125,0,0,0,0,0,0,0.5
find feeling insecure,3,0.094,0,0,0,0,0.333,0,0
hasan man makes feel shy retiring modest s true s english word schadenfreude,3,0.406,0,0,0,0,0,0,0
nt counted cross stitch high school m feeling bit timid m sure started reacquainted craft find calming relaxing,3,0.562,0,0,0,0.056,0,0.056,0
slowly start feeling uncomfortably uptight,3,0.156,0,0,0,0,0,0,0
felt feel shaky like narrowly avoided hideous death filled car accident,3,0.344,0,0,0,0.091,0.273,0.091,0.273
feeling bashful love attention,3,0.125,0,0,0,0.25,0,0,0
loved read authenticity like ve turned big advertisement easy feel pressured way blogging,3,0.406,0,0,0,0.154,0,0,0
feel m agitated prior bird approaching,3,0.188,0,0,0,0,0,0.167,0
think avoid making plans asking people spend time thought rejection smallest ways makes feel vulnerable m mess inside head,3,0.594,0,0,0,0,0.053,0.053,0.105
truly feel helpless worthless,3,0.125,0,0,0,0,0.5,0,0.25
feel like plenty posts m reluctant sort calls getting actual demographic information targeted surveys participants non participants,3,0.531,0,0,0,0.059,0,0,0.059
nt help feel insecure doubt wrong moment,3,0.219,0,0,0,0,0.143,0,0
feeling pretty shaken wind died,3,0.156,0,0,0,0,0.2,0,0.2
feeling distressed right,3,0.094,0,0,0,0,0.333,0,0.333
feel overwhelmed want forget,3,0.125,0,0,0,0,0.25,0,0
excited yard walk feeling bit nervous special visitors come,3,0.281,0,0,0,0.222,0,0,0.111
feel vulnerable loved,3,0.094,0,0,0,0.333,0,0,0.333
listen song times feel uncertain,3,0.156,0,0,0,0,0,0,0
feel bit shy talking lyme thinking guys like ugh dumb makeup,3,0.344,0,0,0,0.091,0,0,0
feel agitated marketing folks want users community doesn t structure support continuously activity people,3,0.438,0,0,0,0,0,0.071,0
retreated space process feelings dishonesty afraid acknowledge guy happen saw day,3,0.344,0,0,0,0,0,0,0.091
feel hesitant putting words page feeling like time hit key tempting fate away,3,0.406,0,0,0,0.077,0,0.077,0
m feeling confused direction lately,3,0.156,0,0,0,0,0,0,0
feeling alarmed,3,0.062,0,0,0,0,0,0,0.5
m people watcher voyeur feel kinda weird walking taking street shots,3,0.344,0,0,0,0,0.091,0.091,0.091
feeling little hesitant idea moving texas,3,0.188,0,0.167,0,0,0,0,0
choked cup ginger ale managed ironically hit mid s started feel shaky sweaty spaghetti limbs showed,3,0.5,0,0,0,0,0.062,0.125,0
think feels threatened definitely faced problem bad mouthing investing effort hate,3,0.344,0,0,0,0,0.091,0.273,0.273
know feels shaky uncertain,3,0.125,0,0,0,0,0,0,0
think looking forward finally reunited ross good feel apprehensive future,3,0.312,0,0,0,0.2,0,0,0.1
shuffle faces clearer feel strange ache inside morphs violent rush anger,3,0.344,0,0,0,0,0.182,0.182,0.091
admit m feeling little intimidated topic table coworkers,3,0.25,0,0,0,0,0,0.125,0.125
m sure feel frightened longer feels far control,3,0.25,0,0,0,0,0.125,0,0.125
feel uncertain path research,3,0.125,0,0,0,0,0,0,0
feel doubtful tell wally ahead try wants,3,0.219,0,0,0,0,0,0,0
feel reluctant certain plans obligations want available birth,3,0.25,0,0,0,0,0,0,0
feel vulnerable knowing come feel like rest life depends today,3,0.312,0,0.1,0,0.1,0,0,0.1
know feeling uncomfortable hope passes quickly,3,0.188,0,0,0,0.167,0,0,0
ve written m gon na reproduce boring academic references specifically analyses prominent bloggers treatment romantic relationships d feel weird putting internet,3,0.656,0,0,0,0.095,0,0,0
feel reluctant hypothetical stress hypothetical situation potentiality troubles come transitioning like said,3,0.375,0,0,0,0.083,0,0,0.083
nt want change way think feel m terrified changing,3,0.281,0,0,0,0,0,0,0.111
care feel m guarding house fearful wealthy life stolen away,3,0.312,0,0,0,0,0.1,0.2,0.1
need love list cause feeling bit neurotic,3,0.219,0,0,0,0.143,0,0,0.143
guess avoiding boundaries conversation feeling little unsure confidence strength,3,0.281,0,0,0,0.111,0,0,0
