t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
r U scared present class ? severe anxiety . . . s r u sad ? ? ur depression checked IMEDIATELY ! ! !,3,0.296,0.083,0.000,5,0.042,0.125,0.042,0.125
"tesco . OH nt Visa electron accepted line , 55 , 15 ? ?",3,0.173,0.071,0.214,1,0.000,0.000,0.000,0.000
"want normal little life . . suit , restless , need want times happy 😊",3,0.185,0.000,0.000,1,0.067,0.000,0.000,0.000
horrible track lakeside 😳 😳 😴 😴,3,0.086,0.000,0.000,1,0.000,0.000,0.143,0.143
"death , celebrate , end old year New year , plan new resolutions new year .",3,0.198,0.000,0.062,0,0.062,0.062,0.062,0.062
FUCK ELECTRICITY . afraid dark .,3,0.074,0.333,0.167,0,0.000,0.167,0.000,0.333
lost coffee mug West Des Moines . . .,3,0.111,0.000,0.111,2,0.000,0.111,0.000,0.000
BAD GIRL . . . CAR .,3,0.086,0.429,0.000,2,0.000,0.000,0.143,0.143
Find knows treat biggest losing .,3,0.074,0.000,0.000,0,0.167,0.167,0.000,0.000
Spanish gunna rape badly,3,0.049,0.000,0.250,0,0.000,0.250,0.500,0.500
"trouble today women , mouth stop",3,0.074,0.000,0.167,0,0.000,0.000,0.000,0.000
living potential,3,0.025,0.000,0.000,0,0.000,0.000,0.000,0.000
"Genghis Khan , Adolf Hitler , Benito Mussolini , Napoleon Bonaparte LaToya Jackson share common cats .",3,0.210,0.000,0.235,0,0.000,0.000,0.000,0.000
"legs shaking , right .",3,0.062,0.000,0.000,0,0.000,0.000,0.000,0.200
brothers friends saw UFO,3,0.049,0.250,0.000,0,0.500,0.000,0.000,0.000
Season 3 penny dreadful Netflix . . . afternoon filled,3,0.123,0.000,0.300,2,0.000,0.100,0.100,0.100
SOA finale 1 tonight . final season ? ? ? reaper,3,0.136,0.091,0.182,2,0.000,0.000,0.000,0.000
fear hurt relationship usually causes stay single fear getting attached person .,3,0.148,0.000,0.000,0,0.083,0.250,0.250,0.250
"believe lies . . look eyes . . scared , scared .",3,0.148,0.000,0.000,2,0.000,0.083,0.167,0.167
Strictly avoid frightening ideas,3,0.049,0.000,0.000,0,0.000,0.250,0.000,0.250
"feeling , m scared ill feel way",3,0.086,0.000,0.000,1,0.000,0.143,0.143,0.286
including God . . . . God wants love . .,3,0.136,0.000,0.000,4,0.273,0.000,0.000,0.000
think humans sense recognizing impending doom ?,3,0.086,0.000,0.000,0,0.000,0.143,0.000,0.286
"live creative life , lose wrong . Joseph Chilton Pearce",3,0.123,0.000,0.100,0,0.000,0.100,0.000,0.000
"Overheard Thanksgiving dinner : "" going PROVIDENCE "" "" executions "" "" drive - bys "" "" murder rate "" "" awful parking garage """,3,0.309,0.040,0.080,5,0.040,0.120,0.080,0.120
life feared . & understood . man,3,0.086,0.000,0.000,0,0.000,0.143,0.143,0.143
gone wanna start new shit today 😂 😭,3,0.099,0.000,0.250,0,0.000,0.000,0.125,0.000
feel like let ppl close ill end hurt betrayed,3,0.111,0.000,0.000,0,0.222,0.333,0.222,0.222
Girls hairy arms scare,3,0.049,0.000,0.000,0,0.000,0.000,0.500,0.500
need swear . Punch mrs wake dick pillow bloody scissors . .,3,0.148,0.000,0.083,1,0.000,0.083,0.250,0.167
Hate snakes watch tv,3,0.049,0.000,0.000,0,0.000,0.250,0.250,0.500
"Finding Eternity Arouses Reactions , Freeing Excellence Affects Reality .",3,0.123,0.000,0.000,0,0.300,0.000,0.000,0.000
fb comments and/or tweets people realize black Americans feel way 😳,3,0.136,0.000,0.091,0,0.000,0.000,0.000,0.000
weapon choice bullies cowards feel powerless-2 control manipulate 4 means,3,0.123,0.000,0.100,0,0.000,0.100,0.200,0.300
Suddenly feel vulnerable,3,0.037,0.000,0.000,0,0.000,0.000,0.000,0.333
know spend money spending time hopeless,3,0.074,0.000,0.000,0,0.167,0.167,0.000,0.167
know pop bottles bottle emotions . . open . .,3,0.123,0.000,0.000,2,0.000,0.000,0.000,0.000
"scary moment spider wall 2 seconds ago , anymore .",3,0.123,0.000,0.100,0,0.000,0.000,0.000,0.200
Love . . . tellin ya solves alot ! Got ta overcome EXPRESSION . . . makes u feel like loads lifted,3,0.272,0.045,0.000,4,0.136,0.000,0.000,0.000
believe day horrible BLESS,3,0.049,0.250,0.250,0,0.250,0.000,0.250,0.250
start stanning Lady Gaga - time - shhh tell Connor,3,0.123,0.000,0.200,0,0.000,0.000,0.000,0.000
Caballero passing remains absolutely dreadful !,3,0.074,0.000,0.167,0,0.000,0.167,0.167,0.167
f*ckin things supposed gone time year ? SPIDER !,3,0.111,0.111,0.111,0,0.000,0.000,0.000,0.111
false evidence appears real,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
BOOK FRICKING INSANE LIKE HOLY CRAP .,3,0.086,0.857,0.000,0,0.286,0.143,0.143,0.143
""" Seek happiness greedily , fearful happiness . "" ~ Lao tzu",3,0.148,0.000,0.083,2,0.167,0.083,0.083,0.083
induction day tomorrow pizza express,3,0.062,0.000,0.200,0,0.000,0.000,0.000,0.000
"discouraged try 5 fucking years contact Lady Gaga thousands tweets , tweet ? :(",3,0.173,0.000,0.143,1,0.000,0.071,0.000,0.000
hope know y ' reason fun ) ' : < 3drake,3,0.136,0.000,0.000,2,0.182,0.000,0.000,0.000
snake pet . . . rat place stop breathing . . .,3,0.148,0.000,0.000,4,0.000,0.000,0.000,0.083
weak emotion despise .,3,0.049,0.000,0.000,0,0.000,0.250,0.250,0.000
""" runway neva looked clear . . hottest bitch heels right . . """,3,0.173,0.000,0.000,3,0.000,0.000,0.071,0.000
Tonight terrifying experience laundry . terrible going . literally feel like crazy person .,3,0.173,0.000,0.071,0,0.071,0.071,0.143,0.214
", afraid starting feel",3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.250
horrible puns day . shall return cage dark corner crying laughing hysterical .,3,0.160,0.000,0.000,0,0.077,0.154,0.077,0.231
afraid things,3,0.025,0.000,0.000,0,0.000,0.000,0.000,0.500
hide wonder cause people destroy,3,0.062,0.000,0.000,0,0.200,0.200,0.200,0.400
Fuck y ' ignore feelings,3,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
Strictly avoid frightening ideas,3,0.049,0.000,0.000,0,0.000,0.250,0.000,0.250
time favorite movies . Love Mark Wahlberg .,3,0.099,0.000,0.125,0,0.250,0.000,0.000,0.000
best thing winter rarely bugs ! :),3,0.086,0.000,0.143,1,0.000,0.000,0.000,0.000
worst having future . . . fear future country,3,0.111,0.000,0.000,2,0.000,0.111,0.111,0.111
"Lord day , frowning fateful 76:10",3,0.074,0.000,0.167,0,0.000,0.167,0.000,0.000
doctor tomorrow finally . Ugh,3,0.062,0.000,0.200,0,0.000,0.000,0.000,0.000
dirty underwear floor Men room Dillons .,3,0.086,0.000,0.143,0,0.000,0.000,0.000,0.000
“ Winners afraid losing . losers . Failure process success . People avoid failure avoid success . ',3,0.222,0.000,0.000,1,0.167,0.167,0.000,0.167
shame afraid . afraid .,3,0.062,0.000,0.000,0,0.000,0.200,0.000,0.400
runs falls pit !,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
Insomniacs sleep cuz guilty horrible shit . complete sociopath n sleep like baby .,3,0.173,0.000,0.000,0,0.214,0.071,0.214,0.071
failing nt biggest school tomorrow smh .,3,0.086,0.000,0.143,0,0.000,0.143,0.000,0.143
Popufurs posts like ' opening commissions hour slot ' like sitting awe sort demand,3,0.173,0.000,0.071,0,0.143,0.000,0.000,0.000
bus car crash . . . shaking bit . . . week absolute horror icing cake . . .,3,0.235,0.000,0.053,6,0.000,0.105,0.053,0.158
stay away homies land trouble,3,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
8 . sweater weather - neighbourhoodgirls / girls / boys - panic ! disco,3,0.173,0.000,0.071,1,0.000,0.000,0.000,0.071
told hubby FACTOR watching old episodes . . . . . . SMDH !,3,0.173,0.143,0.000,5,0.000,0.000,0.000,0.000
Swear guy friends scaredy cats . horror movies . haunted houses . Wtf ?,3,0.173,0.000,0.000,0,0.071,0.071,0.071,0.143
White Americans worried Arab terrorists . Black Americans fearful terrorist Police uniform daily basis .,3,0.185,0.000,0.267,0,0.000,0.267,0.200,0.267
PUSSYP - panic attacks U - uncontrollable anxiety S - suicidal fantasies S - sadness Y - yearning death,3,0.235,0.263,0.000,0,0.000,0.263,0.211,0.263
"woke randomly nightmare , hate living right cemetery . . makes hard fall asleep lol",3,0.185,0.000,0.000,1,0.000,0.133,0.067,0.200
Believe Love u Wanna Share ' Good Care u Lady,3,0.123,0.000,0.100,0,0.200,0.000,0.000,0.000
result high school .,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
Zimbabwe citizens afraid talk Mugabi camera .,3,0.086,0.000,0.286,0,0.000,0.000,0.000,0.143
"believe lies , look eyes scared",3,0.074,0.000,0.000,0,0.000,0.167,0.167,0.167
way tears r rollin ryt nw makin feel unsafe . . sucha cruel world . . hearin stuff jus scares hell outta !,3,0.284,0.000,0.000,2,0.000,0.130,0.130,0.174
"Ukw , think scared . beast ! Cripples u worst type way .",3,0.160,0.000,0.000,0,0.000,0.077,0.154,0.231
"fighting Alma ? entitled revenge , helping dammit .",3,0.111,0.000,0.111,0,0.000,0.000,0.222,0.222
mind work best night,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
tryna watch horror movies nap day,3,0.074,0.000,0.167,0,0.000,0.167,0.167,0.167
. . checking phone washroom accidentally dropping toilet . . . lol,3,0.148,0.000,0.000,3,0.000,0.000,0.000,0.000
Philophobia . fear emotional attachment ; fear falling love .,3,0.123,0.000,0.000,0,0.100,0.200,0.200,0.200
"Suh : scary referee wo penalty , blatantly obvious",3,0.111,0.000,0.000,0,0.000,0.000,0.000,0.111
"let fear hold want . Use power push goals . fear , action .",3,0.173,0.000,0.000,0,0.071,0.143,0.143,0.143
False Evidence Appearing Real,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
gain confidence experience stop look face . ~ E Roosevelt,3,0.123,0.100,0.100,1,0.100,0.000,0.000,0.000
"1st game ; disc dodgy , skip Lol ragdoll physics people kill , hilarious screams join . . .",3,0.235,0.000,0.053,2,0.053,0.053,0.105,0.105
afraid going fall face commons day .,3,0.086,0.000,0.143,0,0.000,0.000,0.000,0.143
lost blinders . . . .,3,0.074,0.000,0.000,3,0.000,0.167,0.000,0.000
"people , small room . fucking nuts .",3,0.099,0.000,0.000,0,0.000,0.000,0.000,0.000
girls cup ? Uhm . . . come factor ! ! contestant AID :),3,0.173,0.071,0.000,3,0.000,0.000,0.000,0.000
"Anti - fear mantra . . . "" : rejection , people think , failure , man , fear God . """,3,0.272,0.000,0.000,5,0.045,0.182,0.136,0.182
hate driving water,3,0.037,0.000,0.000,0,0.000,0.333,0.333,0.333
& trusting good . fear putting trust bad . . . . . .,3,0.173,0.000,0.000,5,0.071,0.071,0.143,0.143
like cycling intimidate people powerful calves horrendous tan lines .,3,0.123,0.000,0.000,0,0.200,0.000,0.100,0.100
eat Taco Bell time 10 years .,3,0.086,0.000,0.286,0,0.000,0.000,0.000,0.000
confronted unknown woman asda words ' hope sober weekends antics ',3,0.136,0.000,0.000,0,0.091,0.000,0.091,0.000
"years protected seed , time beautiful flower . ~S . C . Paul",3,0.160,0.154,0.077,2,0.077,0.000,0.000,0.000
Got ta love moment parents start thinking bad things recently,3,0.123,0.000,0.000,0,0.100,0.000,0.100,0.100
nadia bully ill expose,3,0.049,0.000,0.000,0,0.000,0.500,0.250,0.500
"Dear herald sun , boat people "" flooding suburbs "" . 100 month Aus wide drip ocean",3,0.210,0.000,0.059,1,0.000,0.000,0.000,0.059
goodbye early night : Loathing Las Vegas Dave !,3,0.111,0.000,0.222,0,0.000,0.000,0.111,0.000
single rest life able start family share success accomplishment :(,3,0.123,0.000,0.000,0,0.300,0.000,0.000,0.000
Damn feels good live,3,0.049,0.000,0.000,0,0.250,0.000,0.250,0.000
good aware certain going accompany change life - change worse better .,3,0.148,0.000,0.000,0,0.083,0.000,0.000,0.000
"thing think training "" ahh teeth hurt ! "" Cold , warm wind hurts , way dentist",3,0.210,0.000,0.000,1,0.000,0.118,0.118,0.118
hate trucks . hate truckers . Omg . hate trucks .,3,0.136,0.000,0.000,0,0.000,0.273,0.273,0.273
Bible study tonight today topic,3,0.062,0.000,0.400,0,0.000,0.000,0.000,0.000
Resist Launch deep !,3,0.049,0.000,0.000,0,0.000,0.000,0.250,0.000
touch pad laptop letting click,3,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
Planet earth moving energy cloud . . 2012 Mankind evolved Mentally*Spiritually*Physically - !,3,0.160,0.000,0.077,2,0.000,0.000,0.000,0.000
ppl unknown human nature . . . comfort state mind . . .,3,0.160,0.000,0.000,4,0.154,0.000,0.000,0.000
"biggest loosing , face fear . absolutely idea mean .",3,0.123,0.000,0.000,0,0.000,0.100,0.100,0.100
scared learn cause scared truth .,3,0.074,0.000,0.000,0,0.000,0.000,0.333,0.333
"ai work , ai goes . getting high balance lows .",3,0.136,0.000,0.000,0,0.000,0.000,0.000,0.000
hard time falling sleep woke times afraid bugs crawling ended waking bite,3,0.148,0.000,0.000,0,0.000,0.000,0.000,0.083
Sumtymz feel like true frndz ! . . . putting guard n keepin thr ! ! * * no1 god,3,0.247,0.000,0.050,6,0.100,0.000,0.000,0.000
"Happy birthday Stephen King , man responsible best horror past 40 years . . . bunch worst .",3,0.222,0.000,0.111,2,0.111,0.056,0.056,0.056
Idk hella hot nervous,3,0.049,0.000,0.000,0,0.000,0.000,0.250,0.250
"hardly describe felt saw play forming , happening .",3,0.111,0.000,0.000,0,0.111,0.000,0.000,0.000
Mary Berry reign terror,3,0.049,0.000,0.250,0,0.000,0.250,0.250,0.250
omg heard dads alarm time,3,0.062,0.000,0.000,0,0.000,0.000,0.000,0.200
"Honestly , awful people internet . . . smh . . .",3,0.148,0.000,0.000,4,0.000,0.083,0.000,0.083
jet black hair minutes . dark looks .,3,0.099,0.000,0.125,0,0.000,0.125,0.000,0.125
Strictly avoid frightening ideas,3,0.049,0.000,0.000,0,0.000,0.250,0.000,0.250
run away problem face face face cause catch let goo . . . RIP Jane Kane,3,0.198,0.062,0.062,2,0.000,0.000,0.000,0.000
Raised hell got 1 hr . Makes wonder hell going happen Tories way NHS,3,0.173,0.071,0.143,0,0.071,0.143,0.143,0.143
Man city kit dreadful !,3,0.062,0.000,0.000,0,0.000,0.200,0.200,0.200
sound guy fucking fired .,3,0.062,0.000,0.000,0,0.000,0.000,0.000,0.200
Emma home . hope wo burn house . . .,3,0.123,0.000,0.100,2,0.200,0.000,0.000,0.000
think scared future holds . wishing things .,3,0.099,0.000,0.000,0,0.000,0.000,0.125,0.125
"mind disagree Marijuana legalization , mind arguments based fact .",3,0.123,0.000,0.000,0,0.000,0.000,0.100,0.000
"neva da type bite ma tongue andexplain maself 2 anybdy , god .",3,0.160,0.000,0.077,0,0.077,0.000,0.000,0.000
worst thing time year fall public . god let,3,0.111,0.000,0.111,0,0.111,0.000,0.000,0.000
B4 u life afraid loneliness u life scared leaving . u accept,3,0.148,0.083,0.000,0,0.000,0.083,0.083,0.167
literally going jump scream public speaking presentation,3,0.086,0.000,0.000,0,0.143,0.000,0.143,0.143
"ok , ok . . know . . tweet",3,0.111,0.000,0.000,2,0.000,0.000,0.000,0.000
saved ordering risk life . panic stayed calm rescued .,3,0.123,0.000,0.000,0,0.000,0.000,0.000,0.200
spend money spend time . . . . raised,3,0.111,0.000,0.000,3,0.111,0.000,0.000,0.000
wanna . Deffo fear missing,3,0.062,0.000,0.000,0,0.000,0.400,0.200,0.200
Fear factors making comeback !,3,0.062,0.000,0.000,0,0.000,0.200,0.200,0.200
nervous puke,3,0.025,0.000,0.000,0,0.000,0.000,0.000,0.500
logged bogus google email account ( login purposes ) . Staggered know / assimilated .,3,0.185,0.000,0.000,1,0.000,0.000,0.000,0.000
pisses killed people surrendered . Hands . hands visible fearing life,3,0.136,0.000,0.000,0,0.000,0.273,0.273,0.273
allow control actions . overcome fear exactly thing afraid .,3,0.123,0.000,0.000,0,0.000,0.100,0.100,0.200
Strictly avoid frightening ideas,3,0.049,0.000,0.000,0,0.000,0.250,0.000,0.250
Paraît que si tu mets le hashtag dans un tweet un agent de la CIA reçoit une notification par email,3,0.247,0.050,0.050,0,0.000,0.000,0.000,0.000
wow need start SIF m prob gon na die,3,0.111,0.111,0.111,0,0.000,0.111,0.000,0.111
"Forget Remember , Reason .",3,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
gorgeous bitch cuuuuhrazy son . . .,3,0.086,0.000,0.000,2,0.143,0.000,0.143,0.000
Sort fitting watch Defending Life today .,3,0.086,0.000,0.286,0,0.000,0.000,0.143,0.000
"pfff . J'ose pas aller pisser , ils toussent de partout dans la salle d'attente , style "" sait que t'es là , t'attends , mouhahahaaaa """,3,0.333,0.000,0.037,0,0.000,0.000,0.000,0.000
driving sneezing highway,3,0.037,0.000,0.000,0,0.000,0.000,0.000,0.000
"Standing 4 star general randomly says "" fuck "" . . . questions",3,0.160,0.000,0.077,3,0.000,0.000,0.000,0.000
0 excitement weekend pure dread,3,0.062,0.000,0.200,0,0.200,0.200,0.200,0.200
town gingerbread party showed ? mean 60 degrees . . . comes storytimes !,3,0.173,0.000,0.071,2,0.071,0.000,0.000,0.000
STAY JADED,3,0.025,1.000,0.000,0,0.000,0.000,0.000,0.000
found butterfly earring bedroom floor . Mrs Kerr wear earrings . pop .,3,0.160,0.000,0.077,0,0.000,0.000,0.000,0.000
Infiltration lives . illusion accept political Solutions .,3,0.099,0.000,0.125,0,0.000,0.000,0.000,0.000
Wish convince rest children fucking preschool elementary schools fear gun violence .,3,0.148,0.000,0.000,0,0.000,0.167,0.250,0.250
anxiety right 😭 😭 😭,3,0.062,0.000,0.000,0,0.000,0.200,0.000,0.200
"sky fall rain , lightning seen night o . O",3,0.123,0.100,0.100,0,0.000,0.000,0.000,0.100
False Expectation Acting Real,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
Everyones left room whilst mum christmas tree,3,0.086,0.000,0.000,0,0.143,0.000,0.000,0.000
"present Society based disable 2 grow think properly expand thoughts Religion , media , education r fear sources",3,0.222,0.000,0.111,0,0.056,0.111,0.056,0.111
results seeing walk situation w/o LORD . FAITH realizing gets b4 . G'Nite !,3,0.173,0.143,0.000,0,0.071,0.000,0.000,0.000
God ; reality soul blinded .,3,0.074,0.000,0.000,0,0.333,0.167,0.000,0.000
"years protected seed , time beautiful flower . ~S . C . Paul",3,0.160,0.154,0.077,2,0.077,0.000,0.000,0.000
"makes different person , let overcome .",3,0.086,0.000,0.000,0,0.000,0.000,0.000,0.000
Listen fm hardstyle radio,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
nap day comfortable sleeping night comfortable,3,0.074,0.000,0.000,0,0.333,0.000,0.000,0.000
Know spend money cause spending time hopeless . Know pop bottles cause bottle emotions . Atleast open,3,0.210,0.000,0.000,0,0.059,0.059,0.000,0.059
thing run away wo stop learn face .,3,0.099,0.000,0.000,0,0.000,0.000,0.000,0.000
"people afraid things , rarely afraid mediocrity ?",3,0.099,0.000,0.000,0,0.000,0.000,0.000,0.250
" heads melted , tired sleep .",3,0.086,0.000,0.000,0,0.000,0.000,0.000,0.000
Strictly avoid frightening ideas,3,0.049,0.000,0.000,0,0.000,0.250,0.000,0.250
goes,3,0.012,0.000,0.000,0,0.000,0.000,0.000,0.000
school email emails Chancellor high standing officials UCR talking protests UC Davis,3,0.148,0.167,0.167,0,0.000,0.000,0.000,0.000
Watch press conference guy squirmming asked terms / length contract .,3,0.136,0.000,0.000,0,0.000,0.000,0.000,0.000
anxious time leaving house horrid,3,0.062,0.000,0.000,0,0.000,0.200,0.200,0.400
Strictly avoid frightening ideas,3,0.049,0.000,0.000,0,0.000,0.250,0.000,0.250
False Evidence Appearing Real wo let conquer,3,0.086,0.000,0.000,0,0.000,0.000,0.000,0.000
. . . nervous test rip,3,0.074,0.000,0.000,2,0.000,0.000,0.000,0.167
"know scary realization going paycheck ? Yeah , . Payday painful 13 days away .",3,0.185,0.000,0.067,1,0.067,0.067,0.000,0.133
"gon na honest , tired subtle",3,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
"moment tinkered dd boot reads "" Missing operating system "" .",3,0.136,0.000,0.000,1,0.000,0.091,0.000,0.000
right afraid . . . let stop ! ! ! !,3,0.136,0.000,0.000,5,0.000,0.000,0.000,0.091
anxiety playing HELP ! ! ! ! !,3,0.099,0.125,0.000,4,0.125,0.125,0.000,0.125
"pop bottles , cuz bottle emotions . . atleast open .",3,0.136,0.000,0.000,1,0.000,0.000,0.000,0.000
Regreting failed nt courage time,3,0.062,0.000,0.000,0,0.000,0.400,0.000,0.200
